year,S_H,E_H,I_H,R_H,S_M,E_M,I_M
2022.8343600273786,4518.189175792732,5598.066582215386,417.25837635707103,2744.1667629503936,35968.02910714141,3167.0953417018372,1907.9556722095967
2022.8370978781657,4526.129378697095,5598.072311261246,410.3043109197133,2743.6027964375294,32371.16657732405,2850.3818076432444,1717.1616326229664
2022.8398357289527,4534.074861443515,5598.072311261246,403.40118921878644,2742.9883353920345,28933.209340136982,2547.6590673011906,1534.7919664398844
2022.8425735797398,4542.016913327704,5598.073132881357,396.67709523382126,2742.1974558726984,26037.45065439509,2292.6785090112858,1381.1834569690532
2022.845311430527,4473.830733943017,5661.395138848842,402.8707459800942,2741.295878543629,23433.68584725,2063.4094395625007,1243.067215440021
2022.8480492813142,4286.493695244915,5742.941873394104,509.8848429539702,2740.4999857225903,21090.36211970793,1868.8659728226523,1240.5814149272405
2022.8507871321012,4294.42896130482,5742.941949475865,501.3875713621128,2741.4898151727866,78963.47396780859,1681.979114197183,1116.5237379018256
2022.8535249828885,4270.725398514718,5723.252851040544,544.3626032710202,2742.3353444893028,71067.16156887934,1654.722053574989,1004.8724143020785
2022.8562628336756,4142.415683031893,5588.985490355169,805.8081573705435,2743.894766557982,63960.40065468715,2540.074177243924,985.0733594261884
2022.8590006844627,3984.5956512201396,5380.9919023493085,1166.137932097336,2749.8065116488037,57564.21840074465,4172.509538295171,991.9165724449324
2022.8617385352497,3822.674698843902,5162.498733336751,1535.0857291054585,2761.700736029474,51806.97517447376,6386.442601265817,986.7352129474253
2022.864476386037,3675.954930231635,4981.034196778663,1845.686209326775,2779.71246097851,46625.64383136872,8663.66454326024,957.6628520958515
2022.867214236824,3502.1449679077805,4782.401529468151,2195.4135061639686,2802.8556937756857,41962.82141409929,11792.845260254539,962.1318856235737
2022.8699520876112,3329.2906010020347,4608.106006435008,2514.1069471973697,2831.740042681174,37764.370213082766,14734.36037663286,1175.4588074387257
2022.8726899383983,3162.751278232087,4518.6627544019375,2736.379905627385,2865.8775590541795,33987.44580450643,16357.555536062535,1447.106996165226
2022.8754277891856,3013.7588988984717,4489.01735592038,2877.691507457879,2903.6316350388565,30588.64511590568,16687.678499993763,1600.5360765477265
2022.8781656399726,2868.4762089869573,4481.58608343491,2990.8307752519668,2943.634229641756,27529.210752303,16536.677076681128,1743.2428342855433
2022.8809034907597,2723.29156860762,4495.640268717515,3080.611144374473,2985.412215615985,24775.524447538566,16021.329883742437,1962.355389814977
2022.883641341547,2531.1626010818536,4539.149787315815,3186.4948215517634,3028.575954435216,22297.858676491338,15616.431936282095,2474.2630691203185
2022.886379192334,2278.0456198947145,4658.68462781003,3347.157439563038,3073.386573249652,20068.04875509266,15591.390451871113,3555.2715423168797
2022.8891170431211,2050.2211115718383,4886.015479830574,3498.6554879213068,3120.7502800226375,18061.068164260327,15157.319005202222,4687.726399854684
2022.8918548939082,1845.1969557066952,5179.493538414577,3619.703208047408,3170.510404254833,16254.894331337538,14522.488908895644,5382.921232110251
2022.8945927446955,1759.8949901180156,5241.263729589021,3592.1973527756986,3222.1456201654596,14628.748056624818,13070.590456823978,4845.640979854705
2022.8973305954826,1769.063231280276,5241.321281300184,3532.3559159627075,3273.189164105031,13165.498013162704,11763.19638151422,4360.953062955158
2022.9000684462696,1627.7650561103192,5308.948292511313,3556.5495841718775,3323.094559854686,11849.390618100211,10586.82630835332,4105.768010182949
2022.9028062970567,1504.8276428900238,5348.199182007802,3590.4929399389052,3373.2656278114628,11961.835282314882,9527.971619400285,3869.730791350003
2022.905544147844,1433.075193874335,5360.905465536145,3599.367768080439,3423.864865157274,10766.134661639377,8575.05379991024,3517.198904125472
2022.908281998631,1405.6266004607508,5359.891803881848,3577.64891215551,3474.473876150083,58448.44927323339,7717.5471554746655,3165.4785565803254
2022.9110198494182,1403.0859165427662,5356.04583670605,3534.3550792435117,3524.5822601558657,52603.6099099586,7037.553510542259,2848.933689322414
2022.9137577002055,1289.537679563009,5256.169966001092,3698.9575400623216,3573.8318070217692,47343.23661494237,11432.751191304049,2924.1744751650094
2022.9164955509925,1232.7913786311194,5165.12251182607,3795.321774815078,3625.6892273759236,60848.39506703799,12587.987638033625,2722.5629783178224
2022.9192334017796,1210.830390918143,5103.115647223387,3826.3958101418198,3679.010944364841,54764.575384716976,12761.193664598211,2450.3065949793213
2022.9219712525667,1199.3492018478871,5056.764817645412,3830.96245249946,3732.704220655431,49287.29125539805,12239.127847789967,2205.2409146636414
2022.924709103354,1152.9200945897921,4938.555945856201,3942.4055265595616,3786.3270256426363,44358.425688553754,14311.11191157914,2092.778577600565
